name,item_code,variant,item_description,category,subcategory,segment,subsegment,leaftype,leaftype,leaf_desc,leafposition,vehicle,vechiclemodel,drawing_refno,mrp1,mrp2,mrp3,mrp4,mrp5,dbp1,dbp2,dbp3,dbp4,dbp5,status,priority,substitute,weight,length,section,ch_detail,sh_detail,item_weight,suitableFor,image
TATA SFC-609 (T) (R) 4/L,203204,AMI,TATA SFC-609 (T) (R) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,4/L,Rear,TATA,609,2.64432E+11,1030,750,0,0,0,1030,750,0,0,0,1,2,,5.26,37.32,,,,,,
TATA  709 (FR) 2641 3210 0133N M/L,203801,AMI,TATA  709 (FR) 2641 3210 0133N M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,709,264132100117N/264132100115N,1170,850,0,0,0,1170,850,0,0,0,1,1,,5.83,0,,,,,,
282932400153 TATA ACE NM PARA(CUB Rear),233201N,AMI,282932400153 TATA ACE NM PARA(CUB Rear),LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,M/L,Rear,TATA,ACE,2.82932E+11,970,710,0,0,0,970,710,0,0,0,1,1,,3.228,35.04,,,,,,
TML  ACE/CUB RR PARA(HC)1WR/L R 2/L1W,233221N,AMI,TML  ACE/CUB RR PARA(HC)1WR/L R 2/L1W,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,2/L1W,Rear,TATA,ACE,2.82932E+11,880,640,0,0,0,880,640,0,0,0,1,1,,2.57,32.28,,,,,,
M&M MAXI Front M/L,264101,AMI,M&M MAXI Front M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Front,MAHINDRA,MAXI,0402AA1010N/0402,710,520,0,0,0,710,520,0,0,0,1,1,,2.77,47.24,,,,,,
TATA 2515 PARABOLIC Front M/L,273101,AMI,TATA 2515 PARABOLIC Front M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,2515,2.78232E+11,5170,3790,0,0,0,5170,3790,0,0,0,1,1,,19.29,55.12,,,,,,
M&M PICKUP VAN RR 029726 M/L,64201,AMI,M&M PICKUP VAN RR 029726 M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,MAHINDRA,PICKUP,29726,1200,880,0,0,0,1200,880,0,0,0,1,1,,5.53,57.32,,,,,,
CABIN SPRING 6 LVS ASSY/6 LVS,90400,AMI,CABIN SPRING 6 LVS ASSY/6 LVS,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,ASSEMBLY,ASSEMBLY,ASSEMBLY/6 LVS,Rear,TATA,CABIN SRING,3.50589E+11,1580,1150,0,0,0,1580,1150,0,0,0,1,3,,6.18,0,,,,,,
FML 206 TRAX MOD(R) 7/L,188207,AMI,FML 206 TRAX MOD(R) 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,7/L,Rear,FML,206,8543200506,260,190,0,0,0,260,190,0,0,0,1,3,,1.32,17.13,,,,,,
FML 206 TRAX MOD(R) 8/L,188208,AMI,FML 206 TRAX MOD(R) 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,8/L,Rear,FML,206,8543200506,170,120,0,0,0,170,120,0,0,0,1,3,,0.78,10.24,,,,,,
TATA SFC-609 (T) (F) 2/L,203102,AMI,TATA SFC-609 (T) (F) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,2/L,Front,TATA,609,2.64432E+11,1110,810,0,0,0,1110,810,0,0,0,1,3,,5.81,55.71,,,,,,
TATA SFC-609 (T) (R) M/L,203201,AMI,TATA SFC-609 (T) (R) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,TATA,609,2.64432E+11,1620,1190,0,0,0,1620,1190,0,0,0,1,1,,8.34,57.68,,,,,,
TATA SFC-609 (T) (R) 2/L,203202,AMI,TATA SFC-609 (T) (R) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,2/L,Rear,TATA,609,2.64432E+11,1580,1150,0,0,0,1580,1150,0,0,0,1,2,,7.7,55.79,,,,,,
TATA SFC-609 (T) (R) 5/L,203205,AMI,TATA SFC-609 (T) (R) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,5/L,Rear,TATA,609,2.64432E+11,760,560,0,0,0,760,560,0,0,0,1,3,,3.7,26.57,,,,,,
TATA 1613 LPT (R) (NEW) (0114) 5/L,252205N,AMI,TATA 1613 LPT (R) (NEW) (0114) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,5/L,Rear,TATA,1613,2.78232E+11,2080,1520,0,0,0,2080,1520,0,0,0,1,2,,11.92,53.23,,,,,,
TATA 1613 LPT (R) (NEW) (0114) 7/L,252207N,AMI,TATA 1613 LPT (R) (NEW) (0114) 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,7/L,Rear,TATA,1613,2.78232E+11,1680,1230,0,0,0,1680,1230,0,0,0,1,2,,9.59,42.83,,,,,,
TATA 1613 LPT (R) (NEW) (0114) 10/L,252210N,AMI,TATA 1613 LPT (R) (NEW) (0114) 10/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,10/L,Rear,TATA,1613,2.78232E+11,1080,790,0,0,0,1080,790,0,0,0,1,3,,6.08,27.17,,,,,,
TATA 2515 PARABOLIC Front AUX-1-SPL LEAF,273141,AMI,TATA 2515 PARABOLIC Front AUX-1-SPL LEAF,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,ASSEMBLY,AUX-1,Front,TATA,2515,2.78232E+11,4550,3330,0,0,0,4550,3330,0,0,0,1,1,,17.02,48.62,,,,,,
MAHINDRA  MAXIMO (RR) M/L,309201,AMI,MAHINDRA  MAXIMO (RR) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,MAHINDRA,MAXIMO,A93550-014/0402AA1530N,970,710,0,0,0,970,710,0,0,0,1,1,,4.03,51.57,,,,,,
TML ACE DICOR RR 1WR,3252021,AMI,TML ACE DICOR RR 1WR,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,1WR,Rear,TATA,ACE,2.82932E+11,920,680,0,0,0,920,680,0,0,0,1,3,,3.81,47.28,,,,,,
TML ACE DICOR RR AUX:A,325231,AMI,TML ACE DICOR RR AUX:A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX:A,Rear,TATA,ACE,2.82932E+11,760,560,0,0,0,760,560,0,0,0,1,3,,2.96,36.97,,,,,,
TATA MARCOPOLO Front PART NO.2780 3210 0106N & 0109N M/L,345101,AMI,TATA MARCOPOLO Front PART NO.2780 3210 0106N & 0109N M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,MARCOPOLO,278032100106N&278032100109N,2450,1800,0,0,0,2450,1800,0,0,0,1,3,,11.37,66.57,,,,,,
TAVERA NEW MODEL Rear DRG. NO. T97691437 4/L,390204,AMI,TAVERA NEW MODEL Rear DRG. NO. T97691437 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,MUV,LOOSE LEAF,ASSEMBLY,4/L,Rear,TOYOTA,OTHERS,T97691437,1020,740,0,0,0,1020,740,0,0,0,1,3,,4.147,2.17,,,,,,
MINI TRAILER Rear (PD/01/67004) AUX-A,433231,AMI,MINI TRAILER Rear (PD/01/67004) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX-A,Rear,TRAILER,MINI TRAILER,PD/01/67004,610,440,0,0,0,610,440,0,0,0,1,2,,2.949,36.26,,,,,,
DOST RIGID AXLE Rear SPRING 2/L,584202,AMI,DOST RIGID AXLE Rear SPRING 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,2/L,Rear,ASHOK LEYLAND,DOST,550202VA1A,1520,1110,0,0,0,1520,1110,0,0,0,1,2,,4.92,31.89,,,,,,
TATA ACE DICORE Rear HIGH GVW  (RR ) 5523 3240 0131 AMI M/L,645201,AMI,TATA ACE DICORE Rear HIGH GVW  (RR ) 5523 3240 0131 AMI M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L(WITH SIL. BLOCK BU,Rear,TATA,ACE,5.52332E+11,1230,900,0,0,0,1230,900,0,0,0,1,3,,3.91,49.33,,,,,,
MTBD 37T PUSHER FR PARA-7401AAP01350N 2/L,715102,AMI,MTBD 37T PUSHER FR PARA-7401AAP01350N 2/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,ASSEMBLY,2/L,Front,MAHINDRA,OTHERS,7401AAP01350N,5470,4010,0,0,0,5470,4010,0,0,0,1,3,,20.934,53.15,,,,,,
'IC339855 (CONV.) RR M/L,739201,AMI,'IC339855 (CONV.) RR M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,EICHER,EICHER,IC339855,5240,3840,0,0,0,5240,3840,0,0,0,1,3,,29.7,65.51,,,,,,
SUMO VICTA GOLD DI BS Rear-IV PARABOLIC 551132400104 1WR,322202N,AMI,SUMO VICTA GOLD DI BS Rear-IV PARABOLIC 551132400104 1WR,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,2/L,Rear,TATA,SUMO,5.51132E+11,1520,1110,0,0,0,1520,1110,0,0,0,1,2,,5.25,36.14,,,,,,
TATA SFC-609 (T) (R) AUX-A,203231,AMI,TATA SFC-609 (T) (R) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX-A,Rear,TATA,609,2.64432E+11,1330,980,0,0,0,1330,980,0,0,0,1,1,,7,48.66,,,,,,
TATA  709 (FR) 2/L 2641 3210 0133N - 2/L,203802,AMI,TATA  709 (FR) 2/L 2641 3210 0133N - 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,2/L,Front,TATA,709,264132100117N/264132100115N,1050,770,0,0,0,1050,770,0,0,0,1,2,,5.313,50.79,,,,,,
TATA LP-709 (F) AUX-A,203831,AMI,TATA LP-709 (F) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX-A,Front,TATA,709,264132100117N/264132100115N,1000,730,0,0,0,1000,730,0,0,0,1,2,,4.8,46.85,,,,,,
TATA LPS 4018/3516 EX (RR) 4/L 2841 3210 0101 - 4/L,234204,AMI,TATA LPS 4018/3516 EX (RR) 4/L 2841 3210 0101 - 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,4/L,Rear,TATA,4018/3516,2.84132E+11,3410,2500,0,0,0,3410,2500,0,0,0,1,2,,20.22,0,,,,,,
TATA LPS 4018/3516 EX (RR) 5/L 2841 3210 0101 - 5/L,234205,AMI,TATA LPS 4018/3516 EX (RR) 5/L 2841 3210 0101 - 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,5/L,Rear,TATA,4018/3516,2.84132E+11,2940,2150,0,0,0,2940,2150,0,0,0,1,2,,16.58,0,,,,,,
TATA LPS 4018/3516 EX (RR) 7/L 2841 3240 0101 - 7/L,234207,AMI,TATA LPS 4018/3516 EX (RR) 7/L 2841 3240 0101 - 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,7/L,Rear,TATA,4018/3516,2.84132E+11,1520,1110,0,0,0,1520,1110,0,0,0,1,3,,8.575,29.13,,,,,,
TATA LPS 4018/3516 EX Helper M/L,234301,AMI,TATA LPS 4018/3516 EX Helper M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Helper,TATA,4018/3516,2.84132E+11,2480,1820,0,0,0,2480,1820,0,0,0,1,1,,14.47,0,,,,,,
263232400115-M/L,252201N,AMI,263232400115-M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,TATA,1613,2.78232E+11,3240,2380,0,0,0,3240,2380,0,0,0,1,1,,17.38,0,,,,,,
MINI TRAILER Front (PD/01/67003) HALF BEND BOTH SIDE,433102H,AMI,MINI TRAILER Front (PD/01/67003) HALF BEND BOTH SIDE,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,HALF BEND BOTH SIDE,Front,TRAILER,MINI TRAILER,PD/01/67003,770,570,0,0,0,770,570,0,0,0,1,1,,3.541,44.69,,,,,,
5545 3240 0171,703201,AMI,5545 3240 0171,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,M/L,Rear,TATA,ACE,5.54532E+11,2200,1610,0,0,0,2200,1610,0,0,0,1,3,,5.845,37.87,,,,,,
TATA 1613 LPT(R)NEW80X15 (0114) AUX-A (80X15),252231N,AMI,TATA 1613 LPT(R)NEW80X15 (0114) AUX-A (80X15),LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,ASSEMBLY,AUX-A (80X15),Rear,TATA,1613,2.78232E+11,2590,1900,0,0,0,2590,1900,0,0,0,1,1,,14.63,65.35,,,,,,
EICHER MCV FR (11.10) 5/L,068105N,AMI,EICHER MCV FR (11.10) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,5/L,Front,EICHER,EICHER,IA204101,760,560,0,0,0,760,560,0,0,0,1,3,,4.053,33.86,,,,,,
EICHER MCV RR (11.10) 3/L,068203N,AMI,EICHER MCV RR (11.10) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,3/L,Rear,EICHER,EICHER,IA204189/IA204164(M/L),1110,810,0,0,0,1110,810,0,0,0,1,3,,6.126,51.18,,,,,,
EICHER MCV RR (11.10) 7/L,068207N,AMI,EICHER MCV RR (11.10) 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,7/L,Rear,EICHER,EICHER,IA204189/IA204164(M/L),730,530,0,0,0,730,530,0,0,0,1,3,,3.915,29.53,,,,,,
EICHER MCV RR (11.10) 8/L,068208N,AMI,EICHER MCV RR (11.10) 8/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,8/L,Rear,EICHER,EICHER,IA204189/IA204164(M/L),580,420,0,0,0,580,420,0,0,0,1,3,,3.184,24.02,,,,,,
MARUTI OMNI CARRY PARA Rear AUX -A,62231,AMI,MARUTI OMNI CARRY PARA Rear AUX -A,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,AUXILLIARY,ASSEMBLY,AUX -A,Rear,MARUTI,OMNI,41310M79910,890,650,0,0,0,890,650,0,0,0,1,2,,3.391,29.88,,,,,,
NISSAN ALT RR DOST ASSY P.NO 55020VA0A M/L,342201,AMI,NISSAN ALT RR DOST ASSY P.NO 55020VA0A M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,M/L,Rear,ASHOK LEYLAND,DOST,550202VA0A,1580,1150,0,0,0,1580,1150,0,0,0,1,2,,5.24,46.85,,,,,,
NISSAN ALT RR DOST ASSY P.NO 55020VA0A 3/L,342203,AMI,NISSAN ALT RR DOST ASSY P.NO 55020VA0A 3/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,3/L,Rear,ASHOK LEYLAND,DOST,550202VA0A,1970,1440,0,0,0,1970,1440,0,0,0,1,2,,6.62,33.86,,,,,,
EICHER MCV FR (11.10) 4/L,068104N,AMI,EICHER MCV FR (11.10) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,4/L,Front,EICHER,EICHER,IA204101,880,640,0,0,0,880,640,0,0,0,1,3,,4.642,38.78,,,,,,
TATA 1109 Front 3/L,26103,AMI,TATA 1109 Front 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,3/L,Front,TATA,1109,215332100101N/215332100102N,1320,970,0,0,0,1320,970,0,0,0,1,2,,7.382,51.3,,,,,,
M&M PICKUP VAN RR 029726 4/L,64204,AMI,M&M PICKUP VAN RR 029726 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,4/L,Rear,MAHINDRA,PICKUP,29726,880,640,0,0,0,880,640,0,0,0,1,1,,4.318,37.01,,,,,,
M&M PICKUP RR 029726 THICK 9.53 AUX-A1 - V CUT-SPL LEAF,064241M,AMI,M&M PICKUP RR 029726 THICK 9.53 AUX-A1 - V CUT-SPL LEAF,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,AUX-A1,Rear,MAHINDRA,PICKUP,29726,1120,820,0,0,0,1120,820,0,0,0,1,1,,5.55,47.64,,,,,,
EICHER MCV RR 4189 M/L,68201,AMI,EICHER MCV RR 4189 M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,EICHER,EICHER,IA204189/IA204164(M/L),1970,1440,0,0,0,1970,1440,0,0,0,1,1,,9.014,61.89,,,,,,
TATA ACE EDGE DICOR RR  (PBL) 2/L 5545 3240 7167,703202,AMI,TATA ACE EDGE DICOR RR  (PBL) 2/L 5545 3240 7167,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,2/L,Rear,TATA,ACE,5.54532E+11,1230,900,0,0,0,1230,900,0,0,0,1,3,,4.4,32.2,,,,,,
ARMADA 084818 NEW (F) M/L,15101,AMI,ARMADA 084818 NEW (F) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Front,MAHINDRA,ARMADA,84818,740,540,0,0,0,740,540,0,0,0,1,1,,2.65,45.67,,,,,,
ARMADA 084818 NEW (F) 2/L,15102,AMI,ARMADA 084818 NEW (F) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,2/L,Front,MAHINDRA,ARMADA,84818,560,410,0,0,0,560,410,0,0,0,1,1,,2.57,44.25,,,,,,
ARMADA 084818 NEW (F) 3/L,15103,AMI,ARMADA 084818 NEW (F) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,3/L,Front,MAHINDRA,ARMADA,84818,410,300,0,0,0,410,300,0,0,0,1,1,,1.75,31.57,,,,,,
ARMADA 084818 NEW (F) 4/L,15104,AMI,ARMADA 084818 NEW (F) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,4/L,Front,MAHINDRA,ARMADA,84818,320,230,0,0,0,320,230,0,0,0,1,2,,1.45,24.96,,,,,,
ARMADA 084818 NEW (F) 5/L,15105,AMI,ARMADA 084818 NEW (F) 5/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,5/L,Front,MAHINDRA,ARMADA,84818,230,170,0,0,0,230,170,0,0,0,1,2,,1,18.35,,,,,,
ARMADA 084818 NEW (F) AUX-A,15131,AMI,ARMADA 084818 NEW (F) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX-A,Front,MAHINDRA,ARMADA,84818,470,340,0,0,0,470,340,0,0,0,1,1,,2.12,36.06,,,,,,
ARMADA 089943 NEW (R) M/L,15201,AMI,ARMADA 089943 NEW (R) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,MAHINDRA,ARMADA,89943,1330,980,0,0,0,1330,980,0,0,0,1,1,,5.2,58.27,,,,,,
ARMADA 089943 NEW (R) 2/L,15202,AMI,ARMADA 089943 NEW (R) 2/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,2/L,Rear,MAHINDRA,ARMADA,89943,1080,790,0,0,0,1080,790,0,0,0,1,1,,5.3,56.97,,,,,,
ARMADA 089943 NEW (R) 3/L,15203,AMI,ARMADA 089943 NEW (R) 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,3/L,Rear,MAHINDRA,ARMADA,89943,800,590,0,0,0,800,590,0,0,0,1,1,,3.72,37.95,,,,,,
ARMADA 089943 NEW (R) 4/L,15204,AMI,ARMADA 089943 NEW (R) 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,4/L,Rear,MAHINDRA,ARMADA,89943,700,510,0,0,0,700,510,0,0,0,1,1,,2.83,31.89,,,,,,
ARMADA 089943 NEW (R) AUX-A,15231,AMI,ARMADA 089943 NEW (R) AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,AUXILLIARY,ASSEMBLY,AUX-A,Rear,MAHINDRA,ARMADA,89943,920,680,0,0,0,920,680,0,0,0,1,1,,4.6,47.87,,,,,,
LEY.TUS. NM C.H. F M/L,41401,AMI,LEY.TUS. NM C.H. F M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Front,ASHOK LEYLAND,OTHERS,F4536510,2420,1780,0,0,0,2420,1780,0,0,0,1,1,,12,68.31,,,,,,
LEY.TUS. NM C.H. R M/L,41501,AMI,LEY.TUS. NM C.H. R M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,ASHOK LEYLAND,OTHERS,DCPE11602087,2530,1850,0,0,0,2530,1850,0,0,0,1,1,,12.664,71.26,,,,,,
MARUTI OMNI CARRY PARA Rear M/L,62201,AMI,MARUTI OMNI CARRY PARA Rear M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,M/L,Rear,MARUTI,OMNI,41310M79910,1170,850,0,0,0,1170,850,0,0,0,1,1,,3.725,34.25,,,,,,
M&M PICKUP VAN RR 029726 7/L,64207,AMI,M&M PICKUP VAN RR 029726 7/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,7/L,Rear,MAHINDRA,PICKUP,29726,580,420,0,0,0,580,420,0,0,0,1,1,,2.566,16.57,,,,,,
FML 206 TRAX MOD(R) M/L,188201,AMI,FML 206 TRAX MOD(R) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,FML,206,8543200506,970,710,0,0,0,970,710,0,0,0,1,1,,4.934,60.75,,,,,,
M.COMMANDER750 DP HA M/L,190201,AMI,M.COMMANDER750 DP HA M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,MAHINDRA,COMMANDER,73420,640,470,0,0,0,640,470,0,0,0,1,2,,3.02,52.17,,,,,,
TATA 2515 EX(70X16) F AUX-A,251131,AMI,TATA 2515 EX(70X16) F AUX-A,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,AUXILLIARY,ASSEMBLY,AUX-A,Front,TATA,2515,2.78232E+11,2500,1830,0,0,0,2500,1830,0,0,0,1,1,,13.74,66.93,,,,,,
TATA 1613 LPT (F) M/L,252101,AMI,TATA 1613 LPT (F) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,1613,2.63232E+11,1670,1220,0,0,0,1670,1220,0,0,0,1,2,,9.58,67.32,,,,,,
TATA MAGIC FR PARA 2829 3210 16 M/L,295101,AMI,TATA MAGIC FR PARA 2829 3210 16 M/L,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,LP,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,MAGIC,2.82932E+11,1230,900,0,0,0,1230,900,0,0,0,1,1,,4.12,36.61,,,,,,
DICV FR PARA SPRING -37T FA2 M/L WITHOUT BUSH,663101,AMI,DICV FR PARA SPRING -37T FA2 M/L WITHOUT BUSH,LEAF SPRING,NON BS6 VEHICLE,PARABOLIC,HP,LOOSE LEAF,ASSEMBLY,M/L WITHOUT BUSH,Front,DICV,DICV,A4003201301,7260,5320,0,0,0,7260,5320,0,0,0,1,3,,28.013,63.39,,,,,,
TML LPK 2523 Front (CONV) M/L,714101,AMI,TML LPK 2523 Front (CONV) M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,HCV & MCV,LOOSE LEAF,ASSEMBLY,M/L,Front,TATA,2523R,2.20732E+11,4940,3620,0,0,0,4940,3620,0,0,0,1,2,,23.99,80,,,,,,
BTL TRAX PICKUP/BTL CARGO KING M/L,198201,AMI,BTL TRAX PICKUP/BTL CARGO KING M/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,M/L,Rear,FML  - BTL,BTL,B008543201006,850,620,0,0,0,850,620,0,0,0,1,3,,4.833,60.71,,,,,,
BTL TRAX PICKUP/BTL CARGO KING 3/L,198203,AMI,BTL TRAX PICKUP/BTL CARGO KING 3/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,3/L,Rear,FML  - BTL,BTL,B008543201006,740,540,0,0,0,740,540,0,0,0,1,3,,4.222,46.57,,,,,,
BTL TRAX PICKUP/BTL CARGO KING 4/L,198204,AMI,BTL TRAX PICKUP/BTL CARGO KING 4/L,LEAF SPRING,NON BS6 VEHICLE,CONVENTIONAL,LCV,LOOSE LEAF,ASSEMBLY,4/L,Rear,FML  - BTL,BTL,B008543201006,650,480,0,0,0,650,480,0,0,0,1,3,,3.893,42.95,,,,,,
